:START_ID,:END_ID,:TYPE,ratio,rule_type,description
tāla_3,svastika_11,PART_OF,,HIERARCHY,"A Svastika type Dvarabarmya is specified to have four, five, or six storeys (tala)."
stambha_5,svastika_11,LOCATED_AT,,SPATIAL,Pillars (stambha) are located inside the Svastika type Dvarabarmya.
uttara_6,svastika_11,LOCATED_AT,,SPATIAL,Architraves (uttara) are located inside the Svastika type Dvarabarmya.
aediculae,svastika_11,PART_OF,,HIERARCHY,Aediculae are prescribed structural and ornamental components of the Svastika type Dvarabarmya.
alindra_2,svastika_11,PART_OF,,HIERARCHY,An aisle (alinda) is a component of the Svastika type Dvarabarmya.
kuta_chhadya,svastika_11,PART_OF,,HIERARCHY,A Svastika type Dvarabarmya is specified to have a hipped roof (kuta-chhadya).
nasi,kuta_chhadya,PART_OF,,HIERARCHY,The hipped roof of a Svastika type Dvarabarmya is decorated with false dormer windows (nasi) of the svastika type.
kudu,kuta_chhadya,LOCATED_AT,,SPATIAL,Eight niches (kudu) are specified to be located on the hipped roof of a Svastika type Dvarabarmya.
stupi,svastika_11,PART_OF,,HIERARCHY,A Svastika type Dvarabarmya is crowned with an odd number of finials (stupi).
disasvastika,dvaraharmya_2,IS_A,,HIERARCHY,The Disasvastika is defined as a specific type within the Dvarabarmya category of structures.
disasvastika,vistara_2,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,The length (dirgha) of a Disasvastika type Dvarabarmya is specified to be double its width (vistara).
aediculae,disasvastika,PART_OF,,HIERARCHY,The arrangement of aediculae and other proportions for the Disasvastika type follows the rules prescribed for the Svastika type.
antarbhitti,disasvastika,PART_OF,,HIERARCHY,The Disasvastika type comprises an interior wall (antarbhitti).
alindra_2,disasvastika,PART_OF,,HIERARCHY,"The Disasvastika type comprises an aisle (alinda), situated between the inner and outer walls."
bahyabhitti,disasvastika,PART_OF,,HIERARCHY,The Disasvastika type comprises an exterior wall (bahyabhitti) with engaged structures.
bhadra_2,disasvastika,PART_OF,,HIERARCHY,The Disasvastika type has a large forepart (bhadra) on both its front and back facades.
vrittayata_chhadya,disasvastika,PART_OF,,HIERARCHY,The Disasvastika type is covered by an elliptical roof (vrittayata-chhadya).
kudu,vrittayata_chhadya,PART_OF,,HIERARCHY,The elliptical roof of the Disasvastika type contains four large niches and four other smaller niches.
stupi,disasvastika,PART_OF,,HIERARCHY,The Disasvastika type is crowned with an uneven number of finials (stupi).
mardala,dvaraharmya_2,IS_A,,HIERARCHY,The Mardala is defined as the third specific type within the Dvarabarmya category of structures.
mardala,vistara_2,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,The length (dirgha) of a Mardala type Dvarabarmya is specified to be double its width (vistara).
sabha_shaped_bhadra,mardala,PART_OF,,HIERARCHY,The Mardala type has sabha-shaped foreparts (bhadra) on its front and back.
sabha_shaped_bhadra,mardala,HAS_DIMENSION_RATIO,0.3333,MEASUREMENT,The projection of the sabha-shaped foreparts of a Mardala type is one-third of the total building length.
shala_chhadya,mardala,PART_OF,,HIERARCHY,The Mardala type has a wagon-shaped roof (shala-chhadya).
nasi,shala_chhadya,PART_OF,,HIERARCHY,The wagon-shaped roof of the Mardala type is adorned with small false dormer windows (nasi).
kudu,shala_chhadya,LOCATED_AT,,SPATIAL,The wagon-shaped roof of the Mardala type features one large niche and four other niches at the front and back.
stambha_5,mardala,LOCATED_AT,,SPATIAL,Pillars (stambha) and architraves (uttara) are located inside the Mardala type.
matrakhanda_2,dvaragopura,IS_A,,HIERARCHY,The Matrakanda is defined as a specific type of Dvaragopura (gateway tower).
matrakhanda_2,vistara_2,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,The length (dirgha) of a Matrakanda type Dvaragopura is specified to be double its width (vistara).
tāla_3,matrakhanda_2,PART_OF,,HIERARCHY,"A Matrakanda type Dvaragopura is specified to have five, six, or seven storeys (tala)."
bhadra_2,matrakhanda_2,PART_OF,,HIERARCHY,The Matrakanda type Dvaragopura is designed with four foreparts (bhadra).
shala_chhadya,matrakhanda_2,PART_OF,,HIERARCHY,The Matrakanda type has a wagon-shaped roof (shala-chhadya).
maha_nasi,shala_chhadya,LOCATED_AT,,SPATIAL,A large niche (maha-nasi) is located on the front and back of the wagon-shaped roof of the Matrakanda type.
kudra_nasi,shala_chhadya,LOCATED_AT,,SPATIAL,Small niches (kudra-nasi) are arranged on the sides of the wagon-shaped roof of the Matrakanda type.
srivisala_3,vistara_2,HAS_DIMENSION_RATIO,0.4,MEASUREMENT,The length (dirgha) of a Srivisala type building is specified to be two-fifths (0.4) of its width (vistara).
srivisala_3,cruciform_plan_building,IS_A,,DEFINITION,The Srivisala is defined as a building with a cruciform plan that extends from its base to its top.
krakarakostha,srivisala_3,PART_OF,,HIERARCHY,A Srivisala type building may optionally have a cross wagon-roof (krakarakostha).
kuta_chhadya,srivisala_3,PART_OF,,HIERARCHY,A Srivisala type building may optionally have a hipped roof (kuta-chhadya).
adhisthana,srivisala_3,PART_OF,,HIERARCHY,All types of base (adhisthana) are considered suitable for the Srivisala type building.
nāsikā,dik,LOCATED_AT,,SPATIAL,A large niche (nasika) is located at each of the four cardinal directions of a structure.
kṣudra_nāsikā,nāsikā,PART_OF,,HIERARCHY,Large niches (nasika) are decorated with small dormer windows (kshudra-nasika).
svastika_kṣudra_nāsikā,dvaragopura,PART_OF,,HIERARCHY,A Dvaragopura is decorated all around with false dormer windows of the svastika type.
caturmukha_2,caturmukha_2,HAS_DIMENSION_RATIO,1.25,MEASUREMENT,The length of a Caturmukha type structure is greater than its width by a quarter (1.25 times).
mukhabhadra,bhadra_2,LOCATED_AT,,SPATIAL,Foreparts (mukhabhadra) are located on each facade (bhadra) of a Caturmukha type structure.
kumbhalata,nirgama_madhya,LOCATED_AT,,SPATIAL,"Kumbhalata are placed in the center of recesses (nirgama), up against the wall."
karnakuta_2,dvaragopura,PART_OF,,HIERARCHY,The decoration of a Dvaragopura is composed of corner aediculae (karna-kuta).
madhya_śālā,dvaragopura,PART_OF,,HIERARCHY,The decoration of a Dvaragopura is composed of median aediculae (madhya-shala).
pañjara_3,dvaragopura,PART_OF,,HIERARCHY,The decoration of a Dvaragopura is composed of intermediate aediculae (panjara).
antar_bhitti,dvaragopura,PART_OF,,HIERARCHY,A Dvaragopura comprises an interior wall (antar-bhitti).
alindra_2,dvaragopura,PART_OF,,HIERARCHY,A Dvaragopura comprises an aisle (alinda).
śālā_śikhara,dvaragopura,PART_OF,,HIERARCHY,A Dvaragopura can have a wagon roof (shala-shikhara).
kṣipta_śikhara,dvaragopura,PART_OF,,HIERARCHY,A Dvaragopura can have a hipped roof (kshipta-shikhara).
karnakuta_2,tāla_3,LOCATED_AT,,SPATIAL,Corner aediculae (karna-kuta) are located on each storey (tala) of a Dvaragopura.
sopana,dvāragopura_abhyantara,LOCATED_AT,,SPATIAL,A stairway (sopana) is located inside a Dvaragopura.
srikara_4,gopura_3,IS_A,,HIERARCHY,Srikara is a type of gateway (gopura).
pranāḷa,gopura_3,PART_OF,,HIERARCHY,Gateways (gopura) may optionally be equipped with gutters (pranala).
dvarasobha,gopura_3,IS_A,,HIERARCHY,Dvara-Shobha is the first among the types of gateways (gopura).
gopura_3,mahādeva_prāsāda,PART_OF,,HIERARCHY,Gateways (gopura) are prescribed architectural components for the shrines of great gods.
mandapa_6,prāsāda_agrataḥ,LOCATED_AT,,SPATIAL,Pavilions (mandapa) are located in front of shrines.
mandapa_6,tīrtha,LOCATED_AT,,SPATIAL,Pavilions (mandapa) are built in places of pilgrimage (tirtha).
mandapa_6,grāma_madhya,LOCATED_AT,,SPATIAL,"In settlements such as villages, pavilions (mandapa) are placed in the middle."
mandapa_6,dik,LOCATED_AT,,SPATIAL,"In settlements, pavilions (mandapa) can be placed at the cardinal points."
mandapa_6,vidik,LOCATED_AT,,SPATIAL,"In settlements, pavilions (mandapa) can be placed at the intermediate points."
mandapa_6,grha_5,LOCATED_AT,,SPATIAL,"In houses (grha), pavilions (mandapa) may be located inside, outside, in the center, or in front."
vāsa_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,A vāsa_maṇḍapa is a type of pavilion used as a habitation or dwelling.
yajña_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,A yajña_maṇḍapa is a type of pavilion used for sacrificial purposes.
dīkṣā_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,A dīkṣā_maṇḍapa is a type of pavilion used for consecrations and initiation ceremonies.
utsava_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,An utsava_maṇḍapa is a type of pavilion used for general ceremonies and festivals.
nrttamandapa,mandapa_6,IS_A,,HIERARCHY,A nṛtta_maṇḍapa is a type of pavilion used for dance performances.
vivāha_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,A vivāha_maṇḍapa is a type of pavilion used for wedding ceremonies.
sandhi_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,A sandhi_maṇḍapa is a type of pavilion used for alliances and treaties.
upanayana_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,An upanayana_maṇḍapa is a type of pavilion used for the upanayana (sacred thread) ceremony.
asthanamandapa,mandapa_6,IS_A,,HIERARCHY,An āsthāna_maṇḍapa is a type of pavilion used as an audience hall.
astra_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,An astra_maṇḍapa is a type of pavilion used for military reviews.
mantra_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,A mantra_maṇḍapa is a type of pavilion where negotiations and counsel take place.
keśaccheda_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,A keśaccheda_maṇḍapa is a type of pavilion used for hair-cutting ceremonies.
bhojana_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,A bhojana_maṇḍapa is a type of pavilion used for meals.
krīḍā_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,A krīḍā_maṇḍapa is a type of pavilion used for entertainment.
meruka,mandapa_6,IS_A,,HIERARCHY,"Meruka is a named type of square-plan pavilion, suitable for gods, brahmins, and kings."
vijaya_4,mandapa_6,IS_A,,HIERARCHY,"Vijaya is a named type of square-plan pavilion, suitable for gods, brahmins, and kings."
siddha_2,mandapa_6,IS_A,,HIERARCHY,"Siddha is a named type of square-plan pavilion, suitable for gods, brahmins, and kings."
padmaka_2,mandapa_6,IS_A,,HIERARCHY,"Padmaka is a named type of square-plan pavilion, suitable for gods, brahmins, and kings."
bhadraka_3,mandapa_6,IS_A,,HIERARCHY,"Bhadraka is a named type of square-plan pavilion, suitable for gods, brahmins, and kings."
siva_7,mandapa_6,IS_A,,HIERARCHY,"Śiva is a named type of square-plan pavilion, suitable for gods, brahmins, and kings."
veda_3,mandapa_6,IS_A,,HIERARCHY,"Veda is a named type of square-plan pavilion, suitable for gods, brahmins, and kings."
alaṅkṛta,mandapa_6,IS_A,,HIERARCHY,"Alaṅkṛta is a named type of square-plan pavilion, suitable for gods, brahmins, and kings."
darbha_2,mandapa_6,IS_A,,HIERARCHY,"Darbha is a named type of square-plan pavilion, suitable for gods, brahmins, and kings."
kausika_2,mandapa_6,IS_A,,HIERARCHY,"Kauśika is a named type of square-plan pavilion, suitable for gods, brahmins, and kings."
kuladharina,mandapa_6,IS_A,,HIERARCHY,"Kuladharina is a named type of square-plan pavilion, suitable for gods, brahmins, and kings."
sukhanga,mandapa_6,IS_A,,HIERARCHY,"Sukhaṅga is a named type of square-plan pavilion, suitable for gods, brahmins, and kings."
saukhyaka,mandapa_6,IS_A,,HIERARCHY,"Saukhyaka is a named type of square-plan pavilion, suitable for gods, brahmins, and kings."
garbha_3,mandapa_6,IS_A,,HIERARCHY,"Garbha is a named type of square-plan pavilion, suitable for gods, brahmins, and kings."
malya,mandapa_6,IS_A,,HIERARCHY,"Mālya is a named type of square-plan pavilion, suitable for gods, brahmins, and kings."
malyadbhuta,mandapa_6,IS_A,,HIERARCHY,"Mālyādbhuta is a named type of square-plan pavilion, suitable for gods, brahmins, and kings."
dhana_6,mandapa_6,IS_A,,HIERARCHY,"Dhana is a named type of rectangular-plan pavilion, suitable for gods, brahmins, and kings."
subhusana,mandapa_6,IS_A,,HIERARCHY,"Subhūṣaṇa is a named type of rectangular-plan pavilion, suitable for gods, brahmins, and kings."
ābalya,mandapa_6,IS_A,,HIERARCHY,"Ābalya is a named type of rectangular-plan pavilion, suitable for gods, brahmins, and kings."
srugaka,mandapa_6,IS_A,,HIERARCHY,"Srugaka is a named type of rectangular-plan pavilion, suitable for gods, brahmins, and kings."
kona,mandapa_6,IS_A,,HIERARCHY,"Koṇa is a named type of rectangular-plan pavilion, suitable for gods, brahmins, and kings."
kharvata_2,mandapa_6,IS_A,,HIERARCHY,"Kharvaṭa is a named type of rectangular-plan pavilion, suitable for gods, brahmins, and kings."
srirupa,mandapa_6,IS_A,,HIERARCHY,"Śrīrūpa is a named type of rectangular-plan pavilion, suitable for gods, brahmins, and kings."
mangala_3,mandapa_6,IS_A,,HIERARCHY,"Maṅgala is a named type of rectangular-plan pavilion, suitable for gods, brahmins, and kings."
marga_3,mandapa_6,IS_A,,HIERARCHY,Mārga is a named type of pavilion intended for Vaiśyas and Śūdras.
saubhadra_2,mandapa_6,IS_A,,HIERARCHY,Saubhadra is a named type of pavilion intended for Vaiśyas and Śūdras.
sundara_2,mandapa_6,IS_A,,HIERARCHY,Sundara is a named type of pavilion intended for Vaiśyas and Śūdras.
sadharana,mandapa_6,IS_A,,HIERARCHY,Sādhāraṇa is a named type of pavilion intended for Vaiśyas and Śūdras.
saukhya_2,mandapa_6,IS_A,,HIERARCHY,Saukhya is a named type of pavilion intended for Vaiśyas and Śūdras.
īśvarakānta,mandapa_6,IS_A,,HIERARCHY,Īśvarakānta is a named type of pavilion intended for Vaiśyas and Śūdras.
sribhadra_2,mandapa_6,IS_A,,HIERARCHY,Śrībhadra is a named type of pavilion intended for Vaiśyas and Śūdras.
sarvatobhadra_8,mandapa_6,IS_A,,HIERARCHY,Sarvatobhadra is a named type of pavilion intended for Vaiśyas and Śūdras.
stambha_5,mandapa_6,PART_OF,,HIERARCHY,A pillar (stambha) is a structural component of a pavilion (maṇḍapa).
adhisthana,mandapa_6,PART_OF,,HIERARCHY,A base (adhiṣṭhāna) is a structural component of a pavilion (maṇḍapa).
upapitha_3,mandapa_6,PART_OF,,HIERARCHY,A socle or secondary base (upapīṭha) is a structural component of a pavilion (maṇḍapa).
ranga_4,mandapa_6,PART_OF,,HIERARCHY,A central canopy (raṅga) is a component located in the center of a pavilion (maṇḍapa).
āyata_maṇḍapa_āyāma,āyata_maṇḍapa_vistāra,HAS_DIMENSION_RATIO,1.2,MEASUREMENT,The length of a rectangular pavilion can be 1.2 times (6/5) its width.
āyata_maṇḍapa_āyāma,āyata_maṇḍapa_vistāra,HAS_DIMENSION_RATIO,1.25,MEASUREMENT,The length of a rectangular pavilion can be 1.25 times (5/4) its width.
āyata_maṇḍapa_āyāma,āyata_maṇḍapa_vistāra,HAS_DIMENSION_RATIO,1.333,MEASUREMENT,The length of a rectangular pavilion can be 1.333 times (4/3) its width.
āyata_maṇḍapa_āyāma,āyata_maṇḍapa_vistāra,HAS_DIMENSION_RATIO,1.5,MEASUREMENT,The length of a rectangular pavilion can be 1.5 times (3/2) its width.
āyata_maṇḍapa_āyāma,āyata_maṇḍapa_vistāra,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,The length of a rectangular pavilion can be 2.0 times (2/1) its width.
stambha_mūla_vyāsa,stambha_utsedha,HAS_DIMENSION_RATIO,0.125,MEASUREMENT,The diameter at the base of a pillar can be one-eighth (1/8) of its total height.
stambha_mūla_vyāsa,stambha_utsedha,HAS_DIMENSION_RATIO,0.111,MEASUREMENT,The diameter at the base of a pillar can be one-ninth (1/9) of its total height.
stambha_mūla_vyāsa,stambha_utsedha,HAS_DIMENSION_RATIO,0.1,MEASUREMENT,The diameter at the base of a pillar can be one-tenth (1/10) of its total height.
stambha_mūla_vyāsa,stambha_utsedha,HAS_DIMENSION_RATIO,0.091,MEASUREMENT,The diameter at the base of a pillar can be one-eleventh (1/11) of its total height.
stambha_agra_vyāsa,stambha_mūla_vyāsa,HAS_DIMENSION_RATIO,0.889,MEASUREMENT,The diameter at the top of a pillar can be eight-ninths (8/9) of its diameter at the base.
stambha_agra_vyāsa,stambha_mūla_vyāsa,HAS_DIMENSION_RATIO,0.9,MEASUREMENT,The diameter at the top of a pillar can be nine-tenths (9/10) of its diameter at the base.
stambha_agra_vyāsa,stambha_mūla_vyāsa,HAS_DIMENSION_RATIO,0.909,MEASUREMENT,The diameter at the top of a pillar can be ten-elevenths (10/11) of its diameter at the base.
adhiṣṭhāna_utsedha,stambha_utsedha,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,The height of the base (adhiṣṭhāna) can be one-half (1/2) the height of the pillars.
adhiṣṭhāna_utsedha,stambha_utsedha,HAS_DIMENSION_RATIO,0.4,MEASUREMENT,The height of the base (adhiṣṭhāna) can be two-fifths (2/5) the height of the pillars.
adhiṣṭhāna_utsedha,stambha_utsedha,HAS_DIMENSION_RATIO,0.333,MEASUREMENT,The height of the base (adhiṣṭhāna) can be one-third (1/3) the height of the pillars.
adhisthana,upapitha_3,LOCATED_ABOVE,,SPATIAL,The Adhisthana (base) may be positioned on top of an Upapitha (socle).
upapitha_3,adhisthana,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,The height of the Upapitha (socle) can be equal to the height of the Adhisthana (base).
upapitha_3,adhisthana,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,The height of the Upapitha (socle) can be double the height of the Adhisthana (base).
upapitha_3,adhisthana,HAS_DIMENSION_RATIO,3.0,MEASUREMENT,The height of the Upapitha (socle) can be triple the height of the Adhisthana (base).
adhisthana,mandapa_6,PART_OF,,HIERARCHY,The Adhisthana (base) is a primary structural level of a Mandapa (pavilion).
stambha_5,mandapa_6,PART_OF,,HIERARCHY,The Stambha (pillars) are a primary structural level of a Mandapa (pavilion).
prastara_3,mandapa_6,PART_OF,,HIERARCHY,The Prastara (entablature) is a primary structural level of a Mandapa (pavilion).
stambha_5,adhisthana,LOCATED_ABOVE,,SPATIAL,"Within a Mandapa's elevation, the Stambha (pillars) are situated above the Adhisthana (base)."
prastara_3,stambha_5,LOCATED_ABOVE,,SPATIAL,"Within a Mandapa's elevation, the Prastara (entablature) is situated above the Stambha (pillars)."
ksudrapattika,kapota_2,LOCATED_ABOVE,,SPATIAL,A Mandapa (pavilion) is specified to have a frieze located above its cornice.
manda,alaṅkāra,SYNONYM_OF,,DEFINITION,"Based on the etymology of 'Mandapa', the term 'manda' is defined as decoration."
stambha_5,laghu_gṛha,PART_OF,,HIERARCHY,A Laghu-grha (light building) is characterized by pillars that rise directly from the ground.
tula_3,uttara_6,LOCATED_ABOVE,,SPATIAL,"In a Laghu-grha (light building), Tulā (main rafters) are positioned above the Uttara (architrave)."
jayanti,uttara_6,LOCATED_ABOVE,,SPATIAL,"In a Laghu-grha (light building), Jayanti (purlins) are positioned above the Uttara (architrave)."
vidhāna,uttara_6,LOCATED_ABOVE,,SPATIAL,"In a Laghu-grha (light building), Vidhana (common rafters) are positioned above the Uttara (architrave)."
madhyavedika,stambha_5,HAS_DIMENSION_RATIO,0.2,MEASUREMENT,The height of a central platform can be one-fifth the height of the main building's pillars.
madhyavedika,stambha_5,HAS_DIMENSION_RATIO,0.1667,MEASUREMENT,The height of a central platform can be one-sixth the height of the main building's pillars.
madhyavedika,stambha_5,HAS_DIMENSION_RATIO,0.1428,MEASUREMENT,The height of a central platform can be one-seventh the height of the main building's pillars.
madhyavedika,stambha_5,HAS_DIMENSION_RATIO,0.125,MEASUREMENT,The height of a central platform can be one-eighth the height of the main building's pillars.
madhyavedika,stambha_5,HAS_DIMENSION_RATIO,0.1111,MEASUREMENT,The height of a central platform can be one-ninth the height of the main building's pillars.
madhyavedika,stambha_5,HAS_DIMENSION_RATIO,0.1,MEASUREMENT,The height of a central platform can be one-tenth the height of the main building's pillars.
vitana,madhyavedika,LOCATED_AT,,SPATIAL,A Vitana (canopy) is to be installed in the center of a Madhya-vedika (central platform).
vitāna_adhiṣṭhāna,stambha_5,HAS_DIMENSION_RATIO,0.25,MEASUREMENT,The height of a canopy's base is one-quarter the height of the main building's pillars.
vitāna_stambha,stambha_5,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,The height of a canopy's own pillars is one-half the height of the main building's pillars.
vitāna_prastara,stambha_5,HAS_DIMENSION_RATIO,0.25,MEASUREMENT,The height of a canopy's entablature is one-quarter the height of the main building's pillars.
vitana,laghu_gṛha,IS_A,,HIERARCHY,A Vitana (canopy) may be constructed in a style similar to a Laghu-grha (light building).
vitana,grha_5,LOCATED_AT,,SPATIAL,A possible location for a Vitana (canopy) is the center of a Grha (house).
vitana,śālā_7,LOCATED_AT,,SPATIAL,A possible location for a Vitana (canopy) is the center of a Sala (hall).
vitana,laghu_gṛha,LOCATED_AT,,SPATIAL,A possible location for a Vitana (canopy) is the center of a Laghu-grha (light building).
vitana,mandapa_6,LOCATED_AT,,SPATIAL,A possible location for a Vitana (canopy) is the center of a Mandapa (pavilion).
malikamandapa,mandapa_6,IS_A,,DEFINITION,A Malika-mandapa is a type of Mandapa (pavilion) defined by having a storey built above it.
śikhara,mandapa_6,PART_OF,,HIERARCHY,A Mandapa (pavilion) that has two storeys is specified to have a Sikhara.
madhya_prastara,tāla_3,LOCATED_AT,,SPATIAL,The Madhya-prastara (median stereobate) is the architectural element that spatially divides two storeys (tala).
meruka_mandapa,mandapa_6,IS_A,,HIERARCHY,"The Meruka is a type of pavilion (mandapa) defined as being square, one unit wide, having four pillars (stambha) and eight false dormer windows (kuta). It is designated as the seat of Brahma."
vijaya_mandapa,mandapa_6,IS_A,,HIERARCHY,"The Vijaya is a type of pavilion (mandapa) defined as being square, two units wide, with eight pillars (stambha) and eight false dormer windows (kuta). It has three levels of elevation starting from the base (adhisthana) and typically lacks a central pillar."
vijaya_mandapa_for_vivaha,vijaya_mandapa,IS_A,,HIERARCHY,"For a wedding (vivaha), the Vijaya pavilion is specified as a light building variant with nine pillars (stambha)."
siddha_mandapa,mandapa_6,IS_A,,HIERARCHY,"The Siddha is a type of pavilion (mandapa) defined as being square, three units wide, with sixteen pillars (stambha) and sixteen false dormer windows (kuta)."
angana_3,siddha_mandapa_madhya,LOCATED_AT,,SPATIAL,A court (angana) is located in the middle of a Siddha pavilion.
vitana,angana_3,LOCATED_ABOVE,,SPATIAL,A lantern or covering (vitana) may optionally be placed over the central court (angana) of a Siddha pavilion.
dvara_4,siddha_mandapa_dik,LOCATED_AT,,SPATIAL,"In a Siddha pavilion, a door (dvara) is located at each of the cardinal points."
torana_3,dvara_4,LOCATED_AT,,SPATIAL,An ornamental archway (torana) is placed in front of each door (dvara) of a Siddha pavilion.
siddha_mandapa,yajna_sala,IS_A,,DEFINITION,"The Siddha pavilion is functionally defined as a sacrificial hall, suitable for rites (yajna) performed by gods, brahmins, and kings, and is fitting for all rituals (sarvakarma)."
vedi,yajna_mandapa_madhya,LOCATED_AT,,SPATIAL,"In a sacrificial pavilion divided into eighty-one parts (padas), the altar (vedi) is installed on the nine central squares."
kunda_2,vedi_parivara,LOCATED_AT,,SPATIAL,"Firepits (kunda) are arranged in the middle of the three rows of squares that surround the central altar (vedi), starting in the east."
caturasra_kunda,purva,LOCATED_AT,,SPATIAL,"In the directional sequence of firepits around the altar, the square-shaped (caturasra) firepit is located in the east."
caturasra_kunda_vistara,caturasra_kunda_nimna,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,"The width (vistara) of a quadrangular firepit is equal to its depth, specified as one cubit (hasta)."
mekhala_2,kunda_2,PART_OF,,HIERARCHY,"A mekhala is a component of a firepit (kunda), forming step levels on its faces. Its height can be 7, 5, or 3 digits (angula) with corresponding widths of 4, 3, and 2 digits, or alternatively, its height and depth can be 4, 3, or 2 digits."
yoni_3,kunda_2,PART_OF,,HIERARCHY,"A vulva (yoni) is a mandatory component of every firepit (kunda). It is shaped like an elephant's trunk, with dimensions of 4 digits wide, 6 digits long, and 1 digit deep, and must not be placed at a corner."
yoni_3,kunda_purva,LOCATED_AT,,SPATIAL,The vulva (yoni) of a firepit is made in the east and arranged to lie in the direction of the fire (Agni).
Padma,nabhi_2,SYNONYM_OF,,DEFINITION,"In the context of a firepit, the lotus (padma) is its navel (nabhi)."
nabhi_2,kunda_madhya,LOCATED_AT,,SPATIAL,"The navel (nabhi), in the form of a lotus (padma), is located in the center of a firepit (kunda)."
padma_utsedha,padma_vyasa,HAS_DIMENSION_RATIO,0.333,MEASUREMENT,"The height (utsedha) of the firepit's central lotus (padma) is specified as one quarter or one third of its diameter (vyasa). The diameter itself can be 4, 5, or 6 digits."
yoni_kunda,kunda_2,IS_A,,DEFINITION,"The shape of a vulva-form firepit (yoni kunda) is derived from a geometric construction based on a square, where lines from a point on the east axis to the midpoints of the north/south sides intersect, and the western corners are rounded."
trikoṇa_kuṇḍa,kunda_2,IS_A,,HIERARCHY,A triangular firepit (trikona kunda) is a type of firepit (kunda).
trikoṇa_kuṇḍa_rekhā_dairghya,caturastra_kṣetra_vistāra,HAS_DIMENSION_RATIO,1.3333,MEASUREMENT,The length of the three lines forming a triangular firepit is defined as eight-sixths (8/6) of the width of the reference square area.
vṛtta_kuṇḍa,kunda_2,IS_A,,HIERARCHY,A circular firepit (vrtta kunda) is a type of firepit (kunda).
vṛtta_kuṇḍa_vyāsa,caturastra_kṣetra_vistāra,HAS_DIMENSION_RATIO,1.1111,MEASUREMENT,"The diameter of a circular firepit is twenty-eighteenths (20/18) of the reference square area's width, derived by extending one part beyond each side of an 18-part division."
ṣaḍaśra_kuṇḍa,kunda_2,IS_A,,HIERARCHY,A hexagonal firepit (sadasra kunda) is a type of firepit (kunda).
ṣaḍaśra_kuṇḍa_vṛtta_vyāsa,caturastra_kṣetra_vistāra,HAS_DIMENSION_RATIO,1.2,MEASUREMENT,"To construct a hexagonal firepit, a circle is drawn whose diameter is six-fifths (6/5) the width of the reference square area."
padma_kuṇḍa,kunda_2,IS_A,,HIERARCHY,A lotiform firepit (padma kunda) is a type of firepit (kunda).
padma_kuṇḍa_bāhya_vṛtta_vyāsa,caturastra_kṣetra_vistāra,HAS_DIMENSION_RATIO,1.2,MEASUREMENT,The outer construction circle for a lotiform firepit has a diameter that is six-fifths (6/5) the width of the reference square area.
madhya_vṛtta,padma_kuṇḍa,PART_OF,,HIERARCHY,A central circle (madhya vrtta) is a component of a lotiform firepit.
padma_avayava,padma_kuṇḍa,PART_OF,,HIERARCHY,"The elements of a lotus (padma avayava), such as the receptacle, are components of a lotiform firepit."
aṣṭāśra_kuṇḍa,kunda_2,IS_A,,HIERARCHY,An octagonal firepit (astasra kunda) is a type of firepit (kunda).
aṣṭāśra_kuṇḍa_vṛtta_vyāsa,caturastra_kṣetra_vistāra,HAS_DIMENSION_RATIO,1.0833,MEASUREMENT,The construction circle for an octagonal firepit has a diameter that is twenty-six twenty-fourths (26/24) of the reference square area's width.
saptāśra_kuṇḍa,kunda_2,IS_A,,HIERARCHY,A heptagonal firepit (saptasra kunda) is a type of firepit (kunda).
saptāśra_kuṇḍa_vṛtta_vyāsa,caturastra_kṣetra_vistāra,HAS_DIMENSION_RATIO,1.2,MEASUREMENT,The construction circle for a heptagonal firepit has a diameter that is twelve-tenths (12/10) of the reference square area's width.
saptāśra_kuṇḍa_pārśva_vistāra,caturastra_kṣetra_vistāra,HAS_DIMENSION_RATIO,0.515625,MEASUREMENT,The width of each of the seven sides of a heptagonal firepit is thirty-three sixty-fourths (33/64) of the width of the reference square area.
pañcāśra_kuṇḍa,kunda_2,IS_A,,HIERARCHY,A pentagonal firepit (pancasra kunda) is a type of firepit (kunda).
